SpotifyTrack,SpotifyArtist,uri,year,genre,release_date,popular,key,explicit,mode,chartrank,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,time_signature
Havana,Jesse Cook,spotify:track:0A5bmTkHKfXKcDXhgL8fkR,2009,Jazz,4/3/2007,1,4,0,0,37,0.638,0.741,0.925,220733,0.906,0.847,108.005,0.0973,-6.332,0.0451,4
One On One,Wayman Tisdale,spotify:track:7bZMBzY0aFu6ToONdZssMr,2009,Jazz,11/22/2011,1,9,0,0,38,0.0788,0.669,0.539,254250,0.836,0.685,107.97,0.109,-13.151,0.0275,4
Because Of You,Eric Darius,spotify:track:66J6MiOJQQncGs2naOJCGp,2009,Jazz,1/1/2008,1,0,0,0,39,0.00766,0.711,0.522,269373,0.876,0.799,109.997,0.0844,-5.54,0.0276,4
Slow Jam,Euge Groove,spotify:track:15X9hW8V03M3NWVQ4yVAZq,2009,Jazz,1/1/2007,1,4,0,0,40,0.123,0.633,0.649,309387,0.509,0.488,151.96,0.0679,-7.323,0.0383,4
I'm Yours,Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,2009,Jazz,5/12/2008,1,11,0,1,41,0.595,0.686,0.457,242187,0,0.718,150.953,0.105,-8.322,0.0468,4
Touch,Boney James,spotify:track:09mcJo5V6ZODKYybdYzgaW,2009,Jazz,1/1/2009,1,0,0,1,42,0.686,0.358,0.401,226173,0.771,0.368,120.261,0.085,-12.46,0.0348,4
Have Your Cake And Eat It,Chris Standring,spotify:track:52XxdtfUzy5Qqw8i0wKrjD,2009,Jazz,1/1/2008,1,7,0,0,43,0.846,0.801,0.478,243560,0.277,0.648,106,0.215,-9.694,0.0577,4
Sweet Summer Nights,Najee,spotify:track:5kYYgWDy1ltbEUjQScEN67,2009,Jazz,1/1/2011,1,7,0,0,45,0.0141,0.557,0.768,251840,0.00664,0.562,90.001,0.0954,-6.867,0.0391,4
Manhattan,Gregg Karukas,spotify:track:27wLc0cxnw9IbhRMyMeBmR,2009,Jazz,1/1/2009,1,1,0,1,46,0.485,0.775,0.553,286093,0.842,0.82,120.005,0.0453,-10.512,0.0308,4
Paris Groove,The Rippingtons /and/ Russ Freeman,spotify:track:4lSIOtQdl9kbQTVu6iOBiI,2009,Jazz,1/1/2009,1,6,0,0,47,0.0671,0.698,0.708,217987,0.443,0.552,106.055,0.112,-6.459,0.028,4
No Limits,Nick Colionne,spotify:track:5RilY4QccB0v20N3Ma4wR6,2009,Jazz,6/24/2008,1,9,0,0,48,0.627,0.684,0.862,218587,0.827,0.934,108.016,0.0943,-6.566,0.0328,4
The Look Of Love,Sergio Mendes & Brasil '66,spotify:track:6QeXqr6JQInV8Q8WDndmBn,2009,Jazz,1/1/1966,1,0,0,1,49,0.79,0.644,0.449,166067,0.0000444,0.669,114.929,0.0686,-14.863,0.0326,4
Bossa Blue,Chris Standring,spotify:track:5aCmxMcIH2B8vs6zValyW8,2010,Jazz,1/1/2010,1,2,0,0,1,0.628,0.771,0.536,281000,0.501,0.414,100.009,0.0822,-9.848,0.0475,4
Till You Come to Me,Spencer Day,spotify:track:5tgKFIefPOcUkwPMLghpCl,2010,Jazz,1/1/2009,1,2,0,1,2,0.0894,0.644,0.686,253800,0,0.895,134.179,0.117,-8.778,0.0653,4
Take Me There,Jackiem Joyner,spotify:track:3w40SJQMLeqOBX1cMEMe9m,2010,Jazz,4/21/2009,1,11,0,0,3,0.262,0.717,0.801,257787,0.221,0.678,103.05,0.0521,-4.427,0.0385,4
Ritmo De Otono - feat. Dave Koz,Bernie Williams,spotify:track:4uYDoLeW0VnZ4C9tAPcsiM,2010,Jazz,4/14/2009,1,2,0,0,4,0.351,0.663,0.687,342413,0.324,0.706,140.07,0.12,-7.164,0.032,4
Fun in the Sun,Steve Oliver,spotify:track:4cGmvUIEikVCZpStQtjCGs,2010,Jazz,3/30/2010,1,8,0,1,5,0.301,0.694,0.789,230253,0.8,0.594,115.973,0.102,-6.429,0.0267,4
Christiane,Rick Braun,spotify:track:0UTIg1eQsrnLnE7eyuRcJS,2010,Jazz,7/28/2009,1,0,0,1,6,0.236,0.699,0.668,285093,0.13,0.73,94.977,0.0739,-6.62,0.0321,4
Be Beautiful,Mindi Abair,spotify:track:4MTwO0jK51U0syxewPCGWp,2010,Jazz,1/1/2010,1,8,0,1,7,0.0105,0.902,0.566,230813,0.00731,0.518,94.997,0.169,-6.391,0.0446,4
Sunday Morning,Euge Groove,spotify:track:0LLZhP4xGA3dqCZbLN9LIf,2010,Jazz,10/27/2009,1,4,0,0,8,0.237,0.738,0.522,285480,0.32,0.234,90.019,0.106,-7.827,0.0311,4
Sweet Summer Nights,Najee,spotify:track:5kYYgWDy1ltbEUjQScEN67,2010,Jazz,1/1/2011,1,7,0,0,9,0.0141,0.557,0.768,251840,0.00664,0.562,90.001,0.0954,-6.867,0.0391,4
Retro Boy,Richard Elliot,spotify:track:2ba3EpbnzuD80z5McjBCeO,2010,Jazz,9/17/2013,1,5,0,0,10,0.105,0.722,0.793,260613,0.574,0.948,105.02,0.0389,-6.97,0.0555,4
Make Room for Me,Jonathan Butler,spotify:track:3BvB5X3b5PFcEkXYgUXwqA,2010,Jazz,5/11/2010,1,2,0,0,11,0.287,0.925,0.65,209347,0.714,0.973,120.027,0.187,-7.288,0.0478,4
What Cha' Gonna Do for Me (feat. Wayman Tisdale),Darren Rahn /and/ Wayman Tisdale,spotify:track:3q63DlE36tzUoNyqXcAJui,2010,Jazz,2/3/2009,1,5,0,0,12,0.00519,0.654,0.705,246480,0.665,0.703,106.007,0.0604,-6.595,0.0306,4
Touch and Go,The Jazzmasters,spotify:track:2QidJqMl3M9GxlxtxlvqWk,2010,Jazz,2013,1,4,0,0,13,0.233,0.48,0.9,273520,0.184,0.94,100.883,0.0508,-8.741,0.0514,4
Willâ€™s Chill,David Benoit,spotify:track:5BR82c5vhiV9h8mrUQsSIM,2010,Jazz,1/1/2010,1,0,0,1,14,0.341,0.414,0.632,273653,0.807,0.661,159.724,0.0827,-12.794,0.0432,5
Bogota By Bus,Jesse Cook,spotify:track:3gvC1Sz0McFpGowDKLTdQR,2010,Jazz,9/29/2009,1,4,0,0,15,0.71,0.74,0.863,186413,0.834,0.851,97.993,0.0749,-5.254,0.0388,4
Soldier of Love,Sade,spotify:track:0bgsj8kz5zWbQ6njk2Oqoz,2010,Jazz,2/8/2010,1,0,0,0,16,0.0117,0.775,0.572,356653,0.0293,0.64,90.023,0.0847,-8.427,0.0633,4
Burninâ€™,Paul Taylor,spotify:track:04ryIwiqyn3BSm0TwG3fc9,2010,Jazz,1/1/2009,1,3,0,0,18,0.292,0.795,0.927,235613,0.89,0.928,105.009,0.0337,-7.344,0.0562,4
Chasing Pirates,Norah Jones,spotify:track:7GsLrzsAash4bp75SltRaN,2010,Jazz,11/17/2009,1,2,0,0,19,0.547,0.85,0.468,160907,0.0667,0.76,106.974,0.106,-9.09,0.039,4
Bright,Peter White,spotify:track:0iGBZ9djtWuG1UUupKppFy,2010,Jazz,1/1/2009,1,2,0,1,20,0.533,0.715,0.641,249333,0.872,0.819,110.997,0.53,-6.078,0.0302,4
Heart And Soul - Live,Kenny G,spotify:track:5W41nRwHlIvLwRnYiHMGDp,2010,Jazz,1/26/2015,1,10,0,1,21,0.00199,0.515,0.618,281907,0.76,0.432,92.982,0.69,-8.39,0.0282,4
Oh Yeah,Walter Beasley,spotify:track:4OY1FgSYPdsE5z0XFKhpqG,2010,Jazz,11/10/2017,1,3,0,0,22,0.595,0.731,0.763,251012,0.1,0.864,94.048,0.0708,-6.525,0.0583,4
Sending My Love,Norman Brown,spotify:track:7KjJIlwBUei9RpULpWF28M,2010,Jazz,1/1/2009,1,9,0,0,23,0.848,0.617,0.588,256587,0.843,0.735,99.989,0.223,-11.327,0.0244,4
That's Life,Brian Culbertson /and/ Earl Klugh,spotify:track:26Sz9IEnu85ODOPgl5jNR4,2010,Jazz,1/1/2010,1,0,0,1,24,0.126,0.737,0.671,278200,0.891,0.669,104.002,0.0974,-7.489,0.0302,4
Brother Earl,Marc Antoine & Paul Brown,spotify:track:6OU6hKOM6IEeXO1W9wOzoK,2010,Jazz,1/1/2009,1,5,0,0,25,0.374,0.815,0.756,215907,0.794,0.883,116.985,0.0881,-5.485,0.0399,4
Pixel,Jeff Lorber Fusion,spotify:track:7qAp9efdmbO8gNkJNy2Pn2,2010,Jazz,1/1/2010,1,5,0,1,26,0.272,0.853,0.626,252693,0.822,0.743,111.645,0.0713,-8.523,0.0513,4
Fall Again,Kenny G /and/ Robin Thicke,spotify:track:0CRr0pecFIgaWmFAgTJGfD,2010,Jazz,6/6/2010,1,4,0,0,27,0.261,0.54,0.492,254840,0.000142,0.359,79.948,0.0924,-8.833,0.0317,4
Tropical Rain,Jessy J,spotify:track:6HgaeKHc9WW1hqDKeEYGbA,2010,Jazz,1/1/2009,1,7,0,0,28,0.486,0.734,0.472,253200,0.62,0.668,120.008,0.617,-8.599,0.0294,4
Babyfather,Sade,spotify:track:10kh9WpO4XlJWhJKfW4I7t,2010,Jazz,2/8/2010,1,11,0,0,29,0.0388,0.76,0.597,278640,0.0000494,0.744,137.992,0.0835,-9.479,0.0355,4
Songbird,Craig Chaquico,spotify:track:1x4YZEPdgiLpkNiGKQqkWW,2010,Jazz,5/19/2009,1,4,0,0,30,0.167,0.695,0.771,319760,0.865,0.873,136.009,0.118,-7.351,0.0317,4
South Beach,Brian Simpson,spotify:track:3uRTTZAyWHtQ0Kduu6JCPT,2010,Jazz,8/31/2010,1,10,0,0,31,0.103,0.793,0.807,205853,0.334,0.948,130.032,0.0802,-7.845,0.0516,4
True Love,Jessy J,spotify:track:0gUh90GtFh5hEUzxLNRD0l,2010,Jazz,1/1/2009,1,0,0,0,32,0.201,0.756,0.475,227773,0.807,0.78,126.989,0.131,-10.414,0.0338,4
Nikki's Walk,Jeff Golub,spotify:track:2Y5hZoR7Pg5gK9Iohxw4ce,2010,Jazz,8/25/2009,1,7,0,1,33,0.16,0.846,0.565,305053,0.578,0.873,121.955,0.182,-8.731,0.0333,4
Good Day,Peter White,spotify:track:4zurV7Ax6Vqm53Hgf2ZrrY,2010,Jazz,1/1/2009,1,5,0,0,34,0.264,0.659,0.761,355800,0.9,0.893,98.005,0.0889,-7.656,0.0345,4
Dance With Me,Jackiem Joyner,spotify:track:6F2D7EormEXGi0UndPVb5n,2010,Jazz,8/3/2010,1,5,0,0,35,0.00273,0.683,0.667,285707,0.192,0.691,101.998,0.0768,-5.633,0.0344,4
